candidate_id,family,center_wavelength_nm,cavity_span_nm,top_pair_count,bottom_pair_count,bottom_reflectivity_proxy,termination,spectral_peak_wavelength_nm_at_theta0,spectral_FWHM_nm_at_theta0,angular_peak_angle_deg_at_453,angular_FWHM_deg_at_453,peak_abs_angle_deg_at_453,I_normal_0_5deg_at_453,I_offaxis_20_30deg_at_453,eta5,eta10,eta20,eta30,normal_offaxis_ratio_at_453,pass_level,failure_reason,score
R2_1_02554,R2C_C2_medium_bottomR_upgrade,453,260,6,4,0.722,SiO2_25nm,456.085,4.466297,24.0,29.0,24.0,0.328788,0.291002,0.203403,0.377162,0.659255,0.959967,1.129847,Level C,angular too broad; peak too off-normal; cavity center shifted away from 453 nm,-0.811926
R2_1_01692,R2B_Khaidarov_hybrid_scaled_control,453,210,8,6,0.8534,TiO2_50nm,449.69,4.01141,0.0,27.0,0.0,0.219239,0.109963,0.321024,0.510062,0.691153,0.965998,1.993751,Level C,angular too broad; cavity center shifted away from 453 nm,-0.812484
R2_1_02993,R2C_C2_medium_bottomR_upgrade,453,310,8,8,0.9227,TiO2_25nm,456.045,4.038915,1.0,29.0,1.0,0.272532,0.18343,0.294562,0.458463,0.616488,0.957026,1.485757,Level C,angular too broad; cavity center shifted away from 453 nm,-0.812865
R2_1_03570,R2C_C2_medium_bottomR_upgrade,453,250,12,8,0.9227,SiO2_25nm,456.145,3.937478,2.0,28.0,2.0,0.243561,0.148397,0.359641,0.486112,0.573348,0.951646,1.64128,Level C,angular too broad; cavity center shifted away from 453 nm,-0.815774
R2_1_02052,R2B_Khaidarov_hybrid_scaled_control,453,210,10,8,0.9227,TiO2_50nm,449.77,3.86234,0.0,27.0,0.0,0.21086,0.10452,0.374802,0.53155,0.638611,0.959085,2.017417,Level C,angular too broad; cavity center shifted away from 453 nm,-0.815799
R2_1_03103,R2C_C2_medium_bottomR_upgrade,453,280,10,2,0.4727,none,456.58,4.62083,0.0,28.0,0.0,0.264608,0.147241,0.30983,0.490665,0.668683,0.963387,1.797105,Level C,angular too broad; cavity center shifted away from 453 nm,-0.816025
R2_1_03094,R2C_C2_medium_bottomR_upgrade,453,260,10,2,0.4727,SiO2_25nm,456.605,4.62083,2.0,28.0,2.0,0.266252,0.148063,0.291826,0.485957,0.690298,0.966285,1.798241,Level C,angular too broad; cavity center shifted away from 453 nm,-0.816058
R2_1_03450,R2C_C2_medium_bottomR_upgrade,453,250,12,4,0.722,SiO2_25nm,456.385,4.198192,2.0,28.0,2.0,0.245227,0.130152,0.342092,0.521233,0.647171,0.960104,1.884166,Level C,angular too broad; cavity center shifted away from 453 nm,-0.818197
R2_1_02041,R2B_Khaidarov_hybrid_scaled_control,453,180,10,8,0.9227,TiO2_25nm,449.745,3.86234,1.0,27.0,1.0,0.20816,0.101466,0.37229,0.536525,0.647078,0.960054,2.051532,Level C,angular too broad; cavity center shifted away from 453 nm,-0.820646
R2_1_01681,R2B_Khaidarov_hybrid_scaled_control,453,180,8,6,0.8534,TiO2_25nm,449.665,4.01141,1.0,27.0,1.0,0.21494,0.107468,0.317512,0.509559,0.695923,0.966624,2.000029,Level C,angular too broad; cavity center shifted away from 453 nm,-0.821089
R2_1_03113,R2C_C2_medium_bottomR_upgrade,453,310,10,2,0.4727,TiO2_25nm,456.605,4.62083,1.0,28.0,1.0,0.260947,0.144564,0.306797,0.490725,0.673785,0.964046,1.80506,Level C,angular too broad; cavity center shifted away from 453 nm,-0.82317
R2_1_03510,R2C_C2_medium_bottomR_upgrade,453,250,12,6,0.8534,SiO2_25nm,456.265,4.023749,2.0,28.0,2.0,0.23598,0.133515,0.351929,0.509764,0.612428,0.956087,1.767449,Level C,angular too broad; cavity center shifted away from 453 nm,-0.828054
R2_1_01988,R2B_Khaidarov_hybrid_scaled_control,453,200,10,6,0.8534,TiO2_50nm,449.59,3.945315,1.0,26.0,1.0,0.189585,0.08781,0.362561,0.542034,0.674298,0.963291,2.159038,Level C,angular too broad; cavity center shifted away from 453 nm,-0.82964
R2_1_03459,R2C_C2_medium_bottomR_upgrade,453,270,12,4,0.722,none,456.36,4.198192,0.0,28.0,0.0,0.236392,0.133289,0.357132,0.501276,0.608209,0.955632,1.773527,Level C,angular too broad; cavity center shifted away from 453 nm,-0.836506
R2_1_01332,R2B_Khaidarov_hybrid_scaled_control,453,210,6,4,0.722,TiO2_50nm,449.61,4.328218,4.0,28.0,4.0,0.254645,0.167264,0.239127,0.429087,0.704809,0.966368,1.522413,Level C,angular too broad; cavity center shifted away from 453 nm,-0.836974
R2_1_02494,R2C_C2_medium_bottomR_upgrade,453,260,6,2,0.4727,SiO2_25nm,456.205,4.894408,24.0,29.0,24.0,0.359674,0.366406,0.180975,0.346022,0.644572,0.951215,0.981629,Level C,angular too broad; peak too off-normal; off-axis resonance too strong; cavity center shifted away from 453 nm,-0.837557
R2_1_01628,R2B_Khaidarov_hybrid_scaled_control,453,200,8,4,0.722,TiO2_50nm,449.51,4.184762,1.0,27.0,1.0,0.212758,0.104997,0.309382,0.504066,0.709677,0.9686,2.026333,Level C,angular too broad; cavity center shifted away from 453 nm,-0.83848
R2_1_04104,R2D_all_dielectric_highR_mediumR_scan,453,240,8,6,0.8534,TiO2_50nm,449.59,3.954752,0.0,26.0,0.0,0.182355,0.082316,0.383439,0.549966,0.663599,0.96196,2.215306,Level C,angular too broad; cavity center shifted away from 453 nm,-0.838607
R2_1_03469,R2C_C2_medium_bottomR_upgrade,453,300,12,4,0.722,TiO2_25nm,456.385,4.198192,1.0,28.0,1.0,0.234735,0.129848,0.355769,0.507245,0.617161,0.956655,1.807766,Level C,angular too broad; cavity center shifted away from 453 nm,-0.838879
R2_1_01200,R2B_Khaidarov_hybrid_scaled_control,453,180,6,0,0.12,TiO2_50nm,448.95,5.442327,3.0,28.0,3.0,0.303694,0.202612,0.234414,0.418365,0.700411,0.959903,1.498893,Level C,angular too broad; cavity center shifted away from 453 nm,-0.840224
R2_1_02451,R2C_C2_medium_bottomR_upgrade,453,300,6,0,0.12,none,456.9,5.662448,3.0,29.0,3.0,0.345951,0.272995,0.221267,0.393534,0.664869,0.956616,1.267245,Level C,angular too broad; cavity center shifted away from 453 nm,-0.841093
R2_1_04093,R2D_all_dielectric_highR_mediumR_scan,453,210,8,6,0.8534,TiO2_25nm,449.565,3.954752,0.0,26.0,0.0,0.180147,0.079924,0.380845,0.554178,0.671726,0.962897,2.253985,Level C,angular too broad; cavity center shifted away from 453 nm,-0.84313
R2_1_02348,R2B_Khaidarov_hybrid_scaled_control,453,200,12,8,0.9227,TiO2_50nm,449.67,3.829767,1.0,26.0,1.0,0.177681,0.08914,0.416703,0.516088,0.592943,0.953867,1.993267,Level C,angular too broad; cavity center shifted away from 453 nm,-0.846779
R2_1_00282,R2A_Taguchi2026_scaled_control,453,280,6,8,0.9227,SiO2_25nm,449.545,3.937679,2.0,26.0,2.0,0.176937,0.075288,0.355465,0.561864,0.707026,0.967033,2.350135,Level C,angular too broad; cavity center shifted away from 453 nm,-0.846914
R2_1_02687,R2C_C2_medium_bottomR_upgrade,453,290,6,8,0.9227,none,456.12,4.172387,0.0,29.0,0.0,0.265633,0.196503,0.264521,0.42979,0.624807,0.958735,1.351803,Level C,angular too broad; cavity center shifted away from 453 nm,-0.847237
R2_1_04083,R2D_all_dielectric_highR_mediumR_scan,453,180,8,6,0.8534,none,449.54,3.954752,1.0,26.0,1.0,0.177398,0.077596,0.377453,0.557472,0.679364,0.963781,2.286181,Level C,angular too broad; cavity center shifted away from 453 nm,-0.848799
R2_1_01924,R2B_Khaidarov_hybrid_scaled_control,453,190,10,4,0.722,TiO2_50nm,449.41,4.112882,1.0,26.0,1.0,0.185128,0.081565,0.348918,0.543008,0.703658,0.966996,2.269705,Level C,angular too broad; cavity center shifted away from 453 nm,-0.850309
R2_1_02678,R2C_C2_medium_bottomR_upgrade,453,270,6,8,0.9227,SiO2_25nm,456.145,4.172387,2.0,29.0,2.0,0.264913,0.19789,0.250659,0.425221,0.643096,0.961187,1.338687,Level C,angular too broad; cavity center shifted away from 453 nm,-0.852565
R2_1_03589,R2C_C2_medium_bottomR_upgrade,453,300,12,8,0.9227,TiO2_25nm,456.145,3.937478,1.0,28.0,1.0,0.225057,0.148394,0.362517,0.449019,0.534579,0.947252,1.516621,Level C,angular too broad; cavity center shifted away from 453 nm,-0.85278
R2_1_01321,R2B_Khaidarov_hybrid_scaled_control,453,180,6,4,0.722,TiO2_25nm,449.585,4.328218,4.0,28.0,4.0,0.247057,0.165816,0.234794,0.424308,0.703844,0.966017,1.489945,Level C,angular too broad; cavity center shifted away from 453 nm,-0.853202
R2_1_03338,R2C_C2_medium_bottomR_upgrade,453,270,12,0,0.12,SiO2_25nm,457.225,5.238325,2.0,27.0,2.0,0.249548,0.120844,0.317454,0.520302,0.704971,0.967442,2.065037,Level C,angular too broad; cavity center shifted away from 453 nm,-0.854249
R2_1_03529,R2C_C2_medium_bottomR_upgrade,453,300,12,6,0.8534,TiO2_25nm,456.265,4.023749,1.0,28.0,1.0,0.222742,0.13346,0.361761,0.48478,0.578002,0.952177,1.668986,Level C,angular too broad; cavity center shifted away from 453 nm,-0.854475
R2_1_03519,R2C_C2_medium_bottomR_upgrade,453,270,12,6,0.8534,none,456.24,4.023749,0.0,28.0,0.0,0.223212,0.137221,0.361253,0.47561,0.567618,0.951,1.626664,Level C,angular too broad; cavity center shifted away from 453 nm,-0.854796
R2_1_02697,R2C_C2_medium_bottomR_upgrade,453,320,6,8,0.9227,TiO2_25nm,456.145,4.172387,1.0,29.0,1.0,0.260997,0.192761,0.262174,0.429658,0.629156,0.959303,1.353993,Level C,angular too broad; cavity center shifted away from 453 nm,-0.855267
R2_1_03347,R2C_C2_medium_bottomR_upgrade,453,290,12,0,0.12,none,457.2,5.238325,0.0,27.0,0.0,0.246725,0.120952,0.338605,0.522882,0.679482,0.964195,2.039854,Level C,angular too broad; cavity center shifted away from 453 nm,-0.857502
R2_1_03579,R2C_C2_medium_bottomR_upgrade,453,270,12,8,0.9227,none,456.12,3.937478,0.0,28.0,0.0,0.223435,0.152608,0.358961,0.436408,0.522613,0.945896,1.464103,Level C,angular too broad; cavity center shifted away from 453 nm,-0.857739
R2_1_03274,R2C_C2_medium_bottomR_upgrade,453,260,10,8,0.9227,SiO2_25nm,456.245,3.971918,2.0,28.0,2.0,0.221383,0.137278,0.318187,0.487801,0.616506,0.956628,1.612659,Level C,angular too broad; cavity center shifted away from 453 nm,-0.859012
R2_1_03394,R2C_C2_medium_bottomR_upgrade,453,260,12,2,0.4727,SiO2_25nm,456.805,4.574284,2.0,27.0,2.0,0.220844,0.111069,0.329788,0.524083,0.679126,0.963991,1.988344,Level C,angular too broad; cavity center shifted away from 453 nm,-0.859882
R2_1_03357,R2C_C2_medium_bottomR_upgrade,453,320,12,0,0.12,TiO2_25nm,457.225,5.238325,1.0,27.0,1.0,0.244148,0.118802,0.335139,0.52363,0.685442,0.964931,2.055086,Level C,angular too broad; cavity center shifted away from 453 nm,-0.863006
R2_1_02807,R2C_C2_medium_bottomR_upgrade,453,290,8,2,0.4727,none,456.68,4.711757,2.0,28.0,2.0,0.251818,0.162404,0.258947,0.444799,0.684407,0.965856,1.550562,Level C,angular too broad; cavity center shifted away from 453 nm,-0.866768
R2_1_02627,R2C_C2_medium_bottomR_upgrade,453,290,6,6,0.8534,none,456.24,4.269384,2.0,29.0,2.0,0.260001,0.19387,0.244443,0.419902,0.654144,0.962335,1.34111,Level C,angular too broad; cavity center shifted away from 453 nm,-0.867868
R2_1_03403,R2C_C2_medium_bottomR_upgrade,453,280,12,2,0.4727,none,456.78,4.574284,0.0,27.0,0.0,0.216483,0.112875,0.348947,0.516999,0.64685,0.960154,1.917889,Level C,angular too broad; cavity center shifted away from 453 nm,-0.86791
R2_1_02751,R2C_C2_medium_bottomR_upgrade,453,300,8,0,0.12,none,457.1,5.419399,2.0,28.0,2.0,0.279702,0.179408,0.256402,0.441002,0.689347,0.965565,1.559024,Level C,angular too broad; cavity center shifted away from 453 nm,-0.870005
R2_1_00291,R2A_Taguchi2026_scaled_control,453,300,6,8,0.9227,none,449.52,3.937679,1.0,26.0,1.0,0.164621,0.072463,0.380206,0.55597,0.674891,0.963262,2.271802,Level C,angular too broad; cavity center shifted away from 453 nm,-0.871221
R2_1_03413,R2C_C2_medium_bottomR_upgrade,453,310,12,2,0.4727,TiO2_25nm,456.805,4.574284,1.0,27.0,1.0,0.21416,0.110226,0.346238,0.520021,0.654287,0.961025,1.942929,Level C,angular too broad; cavity center shifted away from 453 nm,-0.872405
R2_1_03283,R2C_C2_medium_bottomR_upgrade,453,280,10,8,0.9227,none,456.22,3.971918,0.0,28.0,0.0,0.214987,0.140887,0.331171,0.467262,0.577718,0.952176,1.525957,Level C,angular too broad; cavity center shifted away from 453 nm,-0.872913
R2_1_01456,R2B_Khaidarov_hybrid_scaled_control,453,220,6,8,0.9227,TiO2_50nm,449.67,4.051637,0.0,28.0,0.0,0.210138,0.120573,0.294903,0.477759,0.67687,0.964749,1.742825,Level C,angular too broad; cavity center shifted away from 453 nm,-0.873297
R2_1_03154,R2C_C2_medium_bottomR_upgrade,453,260,10,4,0.722,SiO2_25nm,456.485,4.237366,2.0,28.0,2.0,0.219574,0.124934,0.300597,0.490606,0.6709,0.963502,1.757523,Level C,angular too broad; cavity center shifted away from 453 nm,-0.874285
R2_1_04443,R2D_all_dielectric_highR_mediumR_scan,453,180,10,8,0.9227,none,449.62,3.809788,1.0,26.0,1.0,0.15935,0.076331,0.434796,0.521684,0.594462,0.954038,2.087617,Level C,angular too broad; cavity center shifted away from 453 nm,-0.875631
R2_1_03293,R2C_C2_medium_bottomR_upgrade,453,310,10,8,0.9227,TiO2_25nm,456.245,3.971918,1.0,28.0,1.0,0.21284,0.136987,0.330161,0.473279,0.586592,0.95319,1.553718,Level C,angular too broad; cavity center shifted away from 453 nm,-0.875808
R2_1_03163,R2C_C2_medium_bottomR_upgrade,453,280,10,4,0.722,none,456.46,4.237366,0.0,28.0,0.0,0.217545,0.126203,0.317935,0.489095,0.643308,0.960044,1.723767,Level C,angular too broad; cavity center shifted away from 453 nm,-0.877113
R2_1_04453,R2D_all_dielectric_highR_mediumR_scan,453,210,10,8,0.9227,TiO2_25nm,449.645,3.809788,0.0,26.0,0.0,0.158579,0.078826,0.431818,0.508194,0.582053,0.952632,2.011761,Level C,angular too broad; cavity center shifted away from 453 nm,-0.877168
R2_1_02284,R2B_Khaidarov_hybrid_scaled_control,453,190,12,6,0.8534,TiO2_50nm,449.49,3.911333,1.0,26.0,1.0,0.163581,0.074018,0.409549,0.552136,0.639232,0.959118,2.210016,Level C,angular too broad; cavity center shifted away from 453 nm,-0.877856
R2_1_03214,R2C_C2_medium_bottomR_upgrade,453,260,10,6,0.8534,SiO2_25nm,456.365,4.059721,2.0,28.0,2.0,0.211763,0.125021,0.309483,0.491833,0.646184,0.960236,1.693814,Level C,angular too broad; cavity center shifted away from 453 nm,-0.877995
R2_1_02817,R2C_C2_medium_bottomR_upgrade,453,320,8,2,0.4727,TiO2_25nm,456.705,4.711757,3.0,28.0,3.0,0.246111,0.160535,0.25513,0.441696,0.685877,0.966027,1.533067,Level C,angular too broad; cavity center shifted away from 453 nm,-0.878813
R2_1_02637,R2C_C2_medium_bottomR_upgrade,453,320,6,6,0.8534,TiO2_25nm,456.265,4.269384,3.0,29.0,3.0,0.253683,0.191022,0.24104,0.417321,0.655958,0.962546,1.328026,Level C,angular too broad; cavity center shifted away from 453 nm,-0.880157
R2_1_04464,R2D_all_dielectric_highR_mediumR_scan,453,240,10,8,0.9227,TiO2_50nm,449.67,3.809788,0.0,26.0,0.0,0.15663,0.081383,0.42648,0.493201,0.568527,0.951099,1.924605,Level C,angular too broad; cavity center shifted away from 453 nm,-0.881122
R2_1_02442,R2C_C2_medium_bottomR_upgrade,453,280,6,0,0.12,SiO2_25nm,456.925,5.662448,5.0,29.0,5.0,0.334757,0.288319,0.20534,0.374889,0.658272,0.952996,1.161065,Level C,angular too broad; cavity center shifted away from 453 nm,-0.881305
R2_1_01445,R2B_Khaidarov_hybrid_scaled_control,453,190,6,8,0.9227,TiO2_25nm,449.645,4.051637,1.0,28.0,1.0,0.205892,0.118065,0.291863,0.476904,0.680847,0.96528,1.743893,Level C,angular too broad; cavity center shifted away from 453 nm,-0.88178
R2_1_03173,R2C_C2_medium_bottomR_upgrade,453,310,10,4,0.722,TiO2_25nm,456.485,4.237366,1.0,28.0,1.0,0.214237,0.123201,0.315264,0.490663,0.649688,0.960823,1.738926,Level C,angular too broad; cavity center shifted away from 453 nm,-0.883227
R2_1_01268,R2B_Khaidarov_hybrid_scaled_control,453,200,6,2,0.4727,TiO2_50nm,449.43,4.729079,6.0,29.0,6.0,0.278628,0.213939,0.211024,0.39261,0.690812,0.958996,1.302372,Level C,angular too broad; cavity center shifted away from 453 nm,-0.883683
R2_1_02507,R2C_C2_medium_bottomR_upgrade,453,290,6,2,0.4727,none,456.48,4.894408,24.0,29.0,24.0,0.304949,0.275862,0.198645,0.368817,0.656148,0.95565,1.105444,Level C,angular too broad; peak too off-normal; cavity center shifted away from 453 nm,-0.883963
R2_1_03223,R2C_C2_medium_bottomR_upgrade,453,280,10,6,0.8534,none,456.34,4.059721,0.0,28.0,0.0,0.20822,0.127616,0.325321,0.482015,0.61281,0.956284,1.631612,Level C,angular too broad; cavity center shifted away from 453 nm,-0.885176
R2_1_03676,R2D_all_dielectric_highR_mediumR_scan,453,220,6,2,0.4727,TiO2_50nm,449.03,4.650534,3.0,26.0,3.0,0.193636,0.096972,0.276697,0.484648,0.741416,0.972793,1.996823,Level C,angular too broad; cavity center shifted away from 453 nm,-0.886701
R2_1_03868,R2D_all_dielectric_highR_mediumR_scan,453,250,6,8,0.9227,TiO2_50nm,449.57,3.993845,0.0,27.0,0.0,0.176943,0.088651,0.349984,0.522539,0.660175,0.961764,1.995963,Level C,angular too broad; cavity center shifted away from 453 nm,-0.887764
R2_1_02567,R2C_C2_medium_bottomR_upgrade,453,290,6,4,0.722,none,456.36,4.466297,4.0,29.0,4.0,0.265227,0.21335,0.221359,0.397227,0.663145,0.961659,1.243157,Level C,angular too broad; cavity center shifted away from 453 nm,-0.888895
R2_1_03233,R2C_C2_medium_bottomR_upgrade,453,310,10,6,0.8534,TiO2_25nm,456.365,4.059721,1.0,28.0,1.0,0.205354,0.124212,0.323274,0.485552,0.62045,0.957176,1.653252,Level C,angular too broad; cavity center shifted away from 453 nm,-0.890004
R2_1_02798,R2C_C2_medium_bottomR_upgrade,453,270,8,2,0.4727,SiO2_25nm,456.705,4.711757,4.0,28.0,4.0,0.243417,0.168664,0.238924,0.426793,0.688786,0.966262,1.443207,Level C,angular too broad; cavity center shifted away from 453 nm,-0.89233
R2_1_03857,R2D_all_dielectric_highR_mediumR_scan,453,220,6,8,0.9227,TiO2_25nm,449.545,3.993845,0.0,27.0,0.0,0.174349,0.086206,0.347418,0.525129,0.667315,0.962612,2.022463,Level C,angular too broad; cavity center shifted away from 453 nm,-0.893009
R2_1_02742,R2C_C2_medium_bottomR_upgrade,453,280,8,0,0.12,SiO2_25nm,457.125,5.419399,4.0,28.0,4.0,0.273398,0.188137,0.238206,0.423626,0.691109,0.965083,1.453188,Level C,angular too broad; cavity center shifted away from 453 nm,-0.89384
R2_1_02618,R2C_C2_medium_bottomR_upgrade,453,270,6,6,0.8534,SiO2_25nm,456.265,4.269384,4.0,29.0,4.0,0.250906,0.199401,0.226394,0.404426,0.660221,0.962945,1.258296,Level C,angular too broad; cavity center shifted away from 453 nm,-0.89409
R2_1_01752,R2B_Khaidarov_hybrid_scaled_control,453,210,8,8,0.9227,TiO2_50nm,449.57,3.925662,0.0,27.0,0.0,0.17253,0.089355,0.331537,0.511974,0.668306,0.962917,1.930844,Level C,angular too broad; cavity center shifted away from 453 nm,-0.897295
R2_1_03847,R2D_all_dielectric_highR_mediumR_scan,453,190,6,8,0.9227,none,449.52,3.993845,1.0,27.0,1.0,0.171352,0.083834,0.344276,0.526975,0.67404,0.963417,2.043947,Level C,angular too broad; cavity center shifted away from 453 nm,-0.89913
R2_1_03608,R2D_all_dielectric_highR_mediumR_scan,453,200,6,0,0.12,TiO2_50nm,448.55,5.338562,2.0,26.0,2.0,0.213732,0.10354,0.284811,0.488669,0.741964,0.972181,2.064248,Level C,angular too broad; cavity center shifted away from 453 nm,-0.901075
R2_1_02517,R2C_C2_medium_bottomR_upgrade,453,320,6,2,0.4727,TiO2_25nm,456.505,4.894408,24.0,29.0,24.0,0.296206,0.274527,0.194829,0.364043,0.654003,0.954802,1.078971,Level C,angular too broad; peak too off-normal; cavity center shifted away from 453 nm,-0.902614
R2_1_02577,R2C_C2_medium_bottomR_upgrade,453,320,6,4,0.722,TiO2_25nm,456.385,4.466297,4.0,29.0,4.0,0.257772,0.211236,0.21756,0.393186,0.662759,0.961392,1.220304,Level C,angular too broad; cavity center shifted away from 453 nm,-0.904192
R2_1_01741,R2B_Khaidarov_hybrid_scaled_control,453,180,8,8,0.9227,TiO2_25nm,449.545,3.925662,1.0,27.0,1.0,0.169082,0.086904,0.328286,0.512928,0.674372,0.963665,1.945608,Level C,angular too broad; cavity center shifted away from 453 nm,-0.904241
R2_1_03051,R2C_C2_medium_bottomR_upgrade,453,300,10,0,0.12,none,457.3,5.299456,1.0,27.0,1.0,0.22838,0.123583,0.299348,0.487727,0.691333,0.966473,1.847989,Level C,angular too broad; cavity center shifted away from 453 nm,-0.906823
R2_1_03740,R2D_all_dielectric_highR_mediumR_scan,453,230,6,4,0.722,TiO2_50nm,449.21,4.262331,2.0,26.0,2.0,0.163098,0.076886,0.30255,0.509343,0.730293,0.971196,2.121311,Level C,angular too broad; cavity center shifted away from 453 nm,-0.909689
R2_1_03804,R2D_all_dielectric_highR_mediumR_scan,453,240,6,6,0.8534,TiO2_50nm,449.39,4.082631,1.0,27.0,1.0,0.164184,0.07719,0.328331,0.524663,0.703737,0.967323,2.127004,Level C,angular too broad; cavity center shifted away from 453 nm,-0.919823
R2_1_03729,R2D_all_dielectric_highR_mediumR_scan,453,200,6,4,0.722,TiO2_25nm,449.185,4.262331,3.0,26.0,3.0,0.158503,0.075489,0.297462,0.505772,0.732633,0.971568,2.099674,Level C,angular too broad; cavity center shifted away from 453 nm,-0.919983
R2_1_01392,R2B_Khaidarov_hybrid_scaled_control,453,210,6,6,0.8534,TiO2_50nm,449.49,4.14304,2.0,28.0,2.0,0.192174,0.113649,0.26738,0.459274,0.702003,0.967903,1.690934,Level C,angular too broad; cavity center shifted away from 453 nm,-0.920302
R2_1_02867,R2C_C2_medium_bottomR_upgrade,453,290,8,4,0.722,none,456.56,4.313703,0.0,28.0,0.0,0.201665,0.127945,0.282419,0.458851,0.657333,0.962506,1.576195,Level C,angular too broad; cavity center shifted away from 453 nm,-0.920614
R2_1_04164,R2D_all_dielectric_highR_mediumR_scan,453,240,8,8,0.9227,TiO2_50nm,449.47,3.871385,0.0,26.0,0.0,0.138541,0.06755,0.393491,0.533034,0.626551,0.957688,2.05093,Level C,angular too broad; cavity center shifted away from 453 nm,-0.923468
R2_1_02927,R2C_C2_medium_bottomR_upgrade,453,290,8,6,0.8534,none,456.44,4.129739,0.0,28.0,0.0,0.193092,0.12577,0.28937,0.459799,0.637213,0.959786,1.535281,Level C,angular too broad; cavity center shifted away from 453 nm,-0.923585
R2_1_02858,R2C_C2_medium_bottomR_upgrade,453,270,8,4,0.722,SiO2_25nm,456.585,4.313703,2.0,28.0,2.0,0.200783,0.129305,0.2663,0.451735,0.674232,0.964818,1.55279,Level C,angular too broad; cavity center shifted away from 453 nm,-0.926239
R2_1_02918,R2C_C2_medium_bottomR_upgrade,453,270,8,6,0.8534,SiO2_25nm,456.465,4.129739,2.0,28.0,2.0,0.19283,0.125433,0.273472,0.457037,0.659688,0.962768,1.537317,Level C,angular too broad; cavity center shifted away from 453 nm,-0.926272
R2_1_04153,R2D_all_dielectric_highR_mediumR_scan,453,210,8,8,0.9227,TiO2_25nm,449.445,3.871385,0.0,26.0,0.0,0.137276,0.065385,0.392418,0.540422,0.636221,0.958787,2.099519,Level C,angular too broad; cavity center shifted away from 453 nm,-0.926332
R2_1_03793,R2D_all_dielectric_highR_mediumR_scan,453,210,6,6,0.8534,TiO2_25nm,449.365,4.082631,1.0,27.0,1.0,0.160333,0.075314,0.323976,0.523518,0.708357,0.967934,2.128859,Level C,angular too broad; cavity center shifted away from 453 nm,-0.928148
R2_1_02877,R2C_C2_medium_bottomR_upgrade,453,320,8,4,0.722,TiO2_25nm,456.585,4.313703,1.0,28.0,1.0,0.197815,0.125417,0.279608,0.45821,0.661412,0.963048,1.577256,Level C,angular too broad; cavity center shifted away from 453 nm,-0.928287
R2_1_03665,R2D_all_dielectric_highR_mediumR_scan,453,190,6,2,0.4727,TiO2_25nm,449.005,4.650534,4.0,27.0,4.0,0.188059,0.096037,0.271458,0.479651,0.74172,0.972857,1.958197,Level C,angular too broad; cavity center shifted away from 453 nm,-0.929419
R2_1_04143,R2D_all_dielectric_highR_mediumR_scan,453,180,8,8,0.9227,none,449.42,3.871385,1.0,26.0,1.0,0.135467,0.063276,0.390216,0.54672,0.64529,0.959819,2.140877,Level C,angular too broad; cavity center shifted away from 453 nm,-0.930343
R2_1_02937,R2C_C2_medium_bottomR_upgrade,453,320,8,6,0.8534,TiO2_25nm,456.465,4.129739,1.0,28.0,1.0,0.189411,0.122825,0.28676,0.460236,0.642477,0.960462,1.542122,Level C,angular too broad; cavity center shifted away from 453 nm,-0.930502
R2_1_02558,R2C_C2_medium_bottomR_upgrade,453,270,6,4,0.722,SiO2_25nm,456.385,4.466297,24.0,29.0,24.0,0.250254,0.223292,0.202032,0.375536,0.658757,0.959794,1.120746,Level C,angular too broad; peak too off-normal; cavity center shifted away from 453 nm,-0.931284
R2_1_01381,R2B_Khaidarov_hybrid_scaled_control,453,180,6,6,0.8534,TiO2_25nm,449.465,4.14304,3.0,28.0,3.0,0.186809,0.111853,0.263311,0.45585,0.70325,0.968048,1.670129,Level C,angular too broad; cavity center shifted away from 453 nm,-0.931736
R2_1_02978,R2C_C2_medium_bottomR_upgrade,453,270,8,8,0.9227,SiO2_25nm,456.345,4.038915,2.0,29.0,2.0,0.201779,0.134187,0.280796,0.460256,0.640205,0.96,1.503714,Level C,angular too broad; cavity center shifted away from 453 nm,-0.93513
R2_1_02987,R2C_C2_medium_bottomR_upgrade,453,290,8,8,0.9227,none,456.32,4.038915,0.0,29.0,0.0,0.200906,0.136013,0.296017,0.457156,0.612145,0.956498,1.477107,Level C,angular too broad; cavity center shifted away from 453 nm,-0.936202
R2_1_01560,R2B_Khaidarov_hybrid_scaled_control,453,180,8,2,0.4727,TiO2_50nm,449.03,4.558344,3.0,27.0,3.0,0.182734,0.09541,0.275979,0.477766,0.730151,0.971177,1.915237,Level C,angular too broad; cavity center shifted away from 453 nm,-0.936943
R2_1_03783,R2D_all_dielectric_highR_mediumR_scan,453,180,6,6,0.8534,none,449.34,4.082631,2.0,27.0,2.0,0.156242,0.073508,0.31926,0.521792,0.712611,0.96851,2.125522,Level C,angular too broad; cavity center shifted away from 453 nm,-0.937023
R2_1_01688,R2B_Khaidarov_hybrid_scaled_control,453,200,8,6,0.8534,TiO2_50nm,449.39,4.01141,1.0,27.0,1.0,0.153791,0.077037,0.319892,0.509954,0.692782,0.96621,1.996333,Level C,angular too broad; cavity center shifted away from 453 nm,-0.940455
R2_1_03107,R2C_C2_medium_bottomR_upgrade,453,290,10,2,0.4727,none,456.88,4.62083,0.0,28.0,0.0,0.198535,0.110286,0.308859,0.490745,0.670423,0.96361,1.800185,Level C,angular too broad; cavity center shifted away from 453 nm,-0.941216
